# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 264 and 265; PDF pages 274 and 275; Figures 173, 174, and 175
# pass: A; image-component-assisted, visually checked; no OCR
configuration,attitude,observable,replicate_id,x_px,y_px,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure
s_l_0_4,free,ct,61,1545.77,765.19,0.591321,0.0085514,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,62,1577.70,776.11,0.606525,0.0084652,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,63,1625.47,805.59,0.629273,0.0082323,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,64,1648.29,824.70,0.640139,0.0080814,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,65,1702.51,870.53,0.665958,0.0077193,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,66,1720.43,859.72,0.674489,0.0078047,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,67,1724.44,873.62,0.676399,0.0076949,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,68,1779.52,905.23,0.702628,0.0074452,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,69,1794.88,895.39,0.709943,0.0075230,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,70,1813.43,920.11,0.718777,0.0073277,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,71,1857.76,942.00,0.739888,0.0071548,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,72,1861.11,923.61,0.741482,0.0073001,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,73,1905.35,928.87,0.762548,0.0072585,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,74,1968.81,991.97,0.792769,0.0067601,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,75,1969.35,974.99,0.793022,0.0068943,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,76,1997.15,972.72,0.806264,0.0069121,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,77,2069.71,982.87,0.840815,0.0068320,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,78,2079.94,988.44,0.845688,0.0067880,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,79,2085.12,1003.76,0.848150,0.0066670,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,80,2141.44,999.16,0.874972,0.0067033,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,81,2188.49,1015.98,0.897375,0.0065704,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,82,2205.44,1028.83,0.905449,0.0064689,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,83,2210.53,1010.31,0.907873,0.0066152,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,84,2255.89,1037.64,0.929473,0.0063994,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,85,2282.34,1034.79,0.942067,0.0064219,dimensionless,0.003,0.00005,173
s_l_0_4,free,ct,86,2324.66,1034.41,0.962219,0.0064249,dimensionless,0.003,0.00005,173
s_l_0_4,free,cwp,1,707.00,1497.00,0.187758,0.0001104,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,2,752.00,1481.00,0.209221,0.0002366,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,3,777.00,1487.00,0.221145,0.0001893,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,4,797.00,1463.00,0.230684,0.0003785,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,5,824.00,1443.00,0.243561,0.0005363,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,6,848.00,1472.00,0.255008,0.0003076,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,7,870.00,1472.00,0.265501,0.0003076,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,8,891.00,1439.00,0.275517,0.0005678,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,9,891.00,1477.00,0.275517,0.0002681,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,10,912.00,1398.00,0.285533,0.0008912,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,11,936.00,1378.00,0.296979,0.0010489,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,12,959.00,1378.00,0.307949,0.0010489,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,13,986.00,1394.00,0.320827,0.0009227,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,14,1020.00,1432.00,0.337043,0.0006230,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,15,1077.00,1382.00,0.364229,0.0010174,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,16,1098.00,1358.00,0.374245,0.0012066,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,17,1120.00,1299.00,0.384738,0.0016719,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,18,1144.00,1269.00,0.396184,0.0019085,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,19,1166.00,1203.00,0.406677,0.0024290,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,20,1203.00,1102.00,0.424324,0.0032256,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,21,1239.00,1144.00,0.441494,0.0028943,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,22,1261.00,907.00,0.451987,0.0047634,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,23,1270.00,1107.00,0.456280,0.0031861,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,24,1306.00,1080.00,0.473450,0.0033991,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,25,1329.00,801.00,0.484420,0.0055994,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,26,1354.00,1122.00,0.496343,0.0030678,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,27,1398.00,950.00,0.517329,0.0044243,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,28,1633.00,1020.00,0.629412,0.0038722,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,29,1820.00,1150.00,0.718601,0.0028470,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,30,1912.00,1139.00,0.762480,0.0029338,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,31,2002.00,1193.00,0.805405,0.0025079,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,32,2004.00,1003.00,0.806359,0.0040063,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,33,2076.00,1059.00,0.840700,0.0035647,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,34,2083.00,1246.00,0.844038,0.0020899,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,35,2146.00,1172.00,0.874086,0.0026735,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,36,2192.00,1253.00,0.896025,0.0020347,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,37,2215.00,1092.00,0.906995,0.0033044,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,38,2261.00,1066.00,0.928935,0.0035095,dimensionless,0.003,0.00005,175
s_l_0_4,free,cwp,39,2288.00,1320.00,0.941812,0.0015063,dimensionless,0.003,0.00005,175
s_l_0_4,free,trim,1,570.52,2770.37,0.130855,0.4611496,degree,0.003,0.03000,174
s_l_0_4,free,trim,2,630.00,2762.73,0.159299,0.5122248,degree,0.003,0.03000,174
s_l_0_4,free,trim,3,631.38,2749.71,0.159956,0.5992756,degree,0.003,0.03000,174
s_l_0_4,free,trim,4,687.51,2765.34,0.186801,0.4947687,degree,0.003,0.03000,174
s_l_0_4,free,trim,5,746.05,2773.25,0.214798,0.4418952,degree,0.003,0.03000,174
s_l_0_4,free,trim,6,804.85,2773.23,0.242912,0.4420240,degree,0.003,0.03000,174
s_l_0_4,free,trim,7,863.11,2767.08,0.270777,0.4831274,degree,0.003,0.03000,174
s_l_0_4,free,trim,8,921.93,2765.52,0.298905,0.4935593,degree,0.003,0.03000,174
s_l_0_4,free,trim,9,979.37,2785.80,0.326372,0.3579754,degree,0.003,0.03000,174
s_l_0_4,free,trim,10,1036.72,2758.39,0.353797,0.5412377,degree,0.003,0.03000,174
s_l_0_4,free,trim,11,1095.31,2671.39,0.381817,1.1229368,degree,0.003,0.03000,174
s_l_0_4,free,trim,12,1151.26,2575.81,0.408572,1.7620542,degree,0.003,0.03000,174
s_l_0_4,free,trim,13,1210.04,2535.97,0.436682,2.0284078,degree,0.003,0.03000,174
s_l_0_4,free,trim,14,1246.85,2528.35,0.454283,2.0794163,degree,0.003,0.03000,174
s_l_0_4,free,trim,15,1267.73,2469.60,0.464273,2.4721979,degree,0.003,0.03000,174
s_l_0_4,free,trim,16,1312.89,2492.01,0.485868,2.3223891,degree,0.003,0.03000,174
s_l_0_4,free,trim,17,1323.46,2439.95,0.490924,2.6704496,degree,0.003,0.03000,174
s_l_0_4,free,trim,18,1381.21,2444.71,0.518537,2.6386354,degree,0.003,0.03000,174
s_l_0_4,free,trim,19,1382.80,2479.80,0.519301,2.4039805,degree,0.003,0.03000,174
s_l_0_4,free,trim,20,1458.80,2414.26,0.555642,2.8422717,degree,0.003,0.03000,174
s_l_0_4,free,trim,21,1522.36,2441.02,0.586036,2.6633019,degree,0.003,0.03000,174
s_l_0_4,free,trim,22,1535.68,2411.68,0.592406,2.8594785,degree,0.003,0.03000,174
s_l_0_4,free,trim,23,1614.70,2414.37,0.630199,2.8415158,degree,0.003,0.03000,174
s_l_0_4,free,trim,24,1615.45,2439.66,0.630553,2.6724276,degree,0.003,0.03000,174
s_l_0_4,free,trim,25,1693.59,2412.53,0.667922,2.8537822,degree,0.003,0.03000,174
s_l_0_4,free,trim,26,1711.18,2413.39,0.676336,2.8480852,degree,0.003,0.03000,174
s_l_0_4,free,trim,27,1769.96,2395.94,0.704444,2.9647103,degree,0.003,0.03000,174
s_l_0_4,free,trim,28,1803.98,2408.05,0.720714,2.8837460,degree,0.003,0.03000,174
s_l_0_4,free,trim,29,1849.68,2385.69,0.742566,3.0333035,degree,0.003,0.03000,174
s_l_0_4,free,trim,30,1897.13,2398.57,0.765257,2.9471224,degree,0.003,0.03000,174
s_l_0_4,free,trim,31,1988.08,2388.27,0.808752,3.0160151,degree,0.003,0.03000,174
s_l_0_4,free,trim,32,2066.09,2374.22,0.846060,3.1099905,degree,0.003,0.03000,174
s_l_0_4,free,trim,33,2076.19,2357.73,0.850886,3.2202593,degree,0.003,0.03000,174
s_l_0_4,free,trim,34,2178.13,2369.17,0.899637,3.1437331,degree,0.003,0.03000,174
s_l_0_4,free,trim,35,2196.48,2343.89,0.908415,3.3127448,degree,0.003,0.03000,174
s_l_0_4,free,trim,36,2272.38,2363.44,0.944709,3.1820292,degree,0.003,0.03000,174
s_l_0_4,free,trim,37,2314.96,2333.93,0.965073,3.3793517,degree,0.003,0.03000,174
s_l_0_4,free,sinkage_over_draught,1,575.00,2756.00,0.132997,0.0185736,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,2,628.00,2724.00,0.158342,0.0257058,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,3,634.00,2741.00,0.161211,0.0219168,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,4,691.00,2729.00,0.188470,0.0245914,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,5,738.00,2708.00,0.210946,0.0292719,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,6,748.00,2693.00,0.215728,0.0326152,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,7,762.00,2705.00,0.222423,0.0299406,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,8,787.00,2696.00,0.234378,0.0319465,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,9,802.00,2683.00,0.241552,0.0348440,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,10,819.00,2689.00,0.249681,0.0335067,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,11,831.00,2675.00,0.255420,0.0366270,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,12,845.00,2658.00,0.262115,0.0404160,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,13,863.00,2655.00,0.270723,0.0410847,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,14,879.00,2641.00,0.278374,0.0442051,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,15,899.00,2611.00,0.287938,0.0508915,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,16,923.00,2618.00,0.299416,0.0493314,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,17,946.00,2593.00,0.310414,0.0549034,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,18,975.00,2565.00,0.324283,0.0611441,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,19,981.00,2582.00,0.327152,0.0573551,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,20,996.00,2552.00,0.334325,0.0640416,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,21,1008.00,2538.00,0.340064,0.0671620,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,22,1019.00,2513.00,0.345324,0.0727340,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,23,1037.00,2526.00,0.353932,0.0698366,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,24,1038.00,2505.00,0.354410,0.0745171,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,25,1065.00,2450.00,0.367322,0.0867756,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,26,1086.00,2415.00,0.377365,0.0945765,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,27,1096.00,2447.00,0.382147,0.0874443,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,28,1108.00,2389.00,0.387885,0.1003715,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,29,1133.00,2354.00,0.399841,0.1081724,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,30,1152.00,2377.00,0.408927,0.1030461,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,31,1154.00,2352.00,0.409883,0.1086181,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,32,1191.00,2337.00,0.427577,0.1119614,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,33,1210.00,2348.00,0.436663,0.1095097,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,34,1225.00,2322.00,0.443836,0.1153046,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,35,1259.00,2338.00,0.460096,0.1117385,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,36,1267.00,2364.00,0.463921,0.1059435,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,37,1293.00,2362.00,0.476355,0.1063893,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,38,1324.00,2388.00,0.491180,0.1005944,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,39,1339.00,2378.00,0.498353,0.1028232,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,40,1384.00,2428.00,0.519872,0.0916790,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,41,1432.00,2446.00,0.542827,0.0876672,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,42,1458.00,2480.00,0.555260,0.0800892,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,43,1499.00,2507.00,0.574867,0.0740713,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,44,1568.00,2538.00,0.607864,0.0671620,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,45,1614.00,2562.00,0.629862,0.0618128,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,46,1616.00,2534.00,0.630818,0.0680535,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,47,1638.00,2548.00,0.641339,0.0649331,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,48,1692.00,2569.00,0.667163,0.0602526,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,49,1712.00,2529.00,0.676727,0.0691679,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,50,1768.00,2579.00,0.703507,0.0580238,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,51,1850.00,2606.00,0.742721,0.0520059,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,52,1852.00,2586.00,0.743677,0.0564636,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,53,1895.00,2631.00,0.764240,0.0464339,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,54,1958.00,2633.00,0.794368,0.0459881,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,55,2058.00,2679.00,0.842189,0.0357355,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,56,2065.00,2738.00,0.845537,0.0225854,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,57,2131.00,2711.00,0.877099,0.0286033,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,58,2177.00,2769.00,0.899097,0.0156761,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,59,2194.00,2791.00,0.907226,0.0107727,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,60,2199.00,2737.00,0.909617,0.0228083,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,61,2243.00,2778.00,0.930659,0.0136701,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,62,2272.00,2817.00,0.944527,0.0049777,dimensionless,0.003,0.00100,174
s_l_0_4,free,sinkage_over_draught,63,2313.00,2808.00,0.964134,0.0069837,dimensionless,0.003,0.00100,174
