attitude,configuration,observable,figure,mismatch,resolution,x_px,y_px
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,862.000,2854.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,886.000,2822.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,909.000,2790.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,983.000,2754.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1000.000,2708.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1006.000,2735.000
free,s_l_0_2,sinkage_over_draught,166,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1047.203,2687.519
free,s_l_0_2,sinkage_over_draught,166,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1077.156,2636.931
free,s_l_0_2,sinkage_over_draught,166,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1099.248,2594.944
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1108.000,2557.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1128.000,2499.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1139.000,2483.000
free,s_l_0_2,sinkage_over_draught,166,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1165.739,2427.869
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1166.000,2465.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1234.000,2390.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1281.000,2385.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1281.000,2404.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1351.000,2454.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1393.000,2540.000
free,s_l_0_2,sinkage_over_draught,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1443.000,2591.000
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,578.150,2984.760
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,578.900,2966.550
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,696.630,2952.700
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,755.600,2946.960
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,813.340,2949.990
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,872.180,2971.720
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,928.410,2942.520
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,987.030,2947.890
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1046.920,2999.240
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1106.740,2935.120
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1107.530,2907.480
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1162.120,2788.880
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1386.450,2512.050
free,s_l_0_2,trim,166,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1392.420,2494.700
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,605.610,1221.550
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,642.600,1225.490
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,721.260,1212.480
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,742.480,1235.730
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,752.660,1217.860
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,779.840,1240.010
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,800.280,1248.870
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,800.630,1230.570
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,813.090,1267.340
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,813.660,1248.610
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,825.260,1210.330
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,838.380,1207.550
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,847.670,1190.640
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,867.020,1203.280
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,873.390,1227.210
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,884.600,1220.530
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,898.530,1228.350
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,906.130,1274.190
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,912.630,1205.410
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,937.160,1166.160
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,956.230,1105.420
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,982.130,1062.870
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1003.670,1068.210
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1011.500,1085.500
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1011.640,1269.910
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1021.770,1100.540
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1047.530,1128.180
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1069.650,1196.140
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1069.990,1255.550
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1093.900,1204.750
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1102.840,642.440
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1126.200,1115.300
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1151.050,645.420
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1237.280,631.280
free,s_l_0_3,ct,169,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1291.940,526.664
free,s_l_0_3,ct,169,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1309.666,516.230
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1378.740,1187.370
free,s_l_0_3,ct,169,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1653.702,892.450
free,s_l_0_3,ct,169,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1799.981,1003.304
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2231.790,1095.870
free,s_l_0_3,ct,169,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2349.320,1093.920
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,725.000,1521.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,760.000,1508.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,792.000,1485.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,823.000,1469.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,851.000,1479.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,872.000,1490.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,935.000,1378.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,981.000,1334.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1002.000,1364.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1026.000,1409.000
free,s_l_0_3,cwp,171,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1080.000,1429.000
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1287.573,824.056
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1355.310,798.707
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1423.399,869.197
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1490.729,955.067
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1587.612,1041.776
free,s_l_0_3,cwp,171,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1943.189,1134.311
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,661.000,2868.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,724.000,2841.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,822.000,2786.000
free,s_l_0_3,sinkage_over_draught,170,pass_a_missing,accepted_pass_b_after_source_curve_recheck,848.214,2761.022
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,909.000,2739.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,950.000,2691.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,951.000,2710.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1014.000,2664.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1065.000,2610.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1106.000,2529.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1138.000,2491.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1182.000,2445.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1184.000,2427.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1274.000,2413.000
free,s_l_0_3,sinkage_over_draught,170,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1314.715,2417.618
free,s_l_0_3,sinkage_over_draught,170,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1341.513,2443.812
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1346.000,2507.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1370.000,2507.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1408.000,2511.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1562.000,2662.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1602.000,2697.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1650.000,2683.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2222.000,2962.000
free,s_l_0_3,sinkage_over_draught,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2342.000,2969.000
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,602.340,2906.790
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1123.550,2777.100
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1124.530,2801.350
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1171.240,2688.240
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1233.330,2596.370
free,s_l_0_3,trim,170,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1404.710,2503.045
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1481.850,2531.950
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1482.500,2515.400
free,s_l_0_3,trim,170,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2340.990,2422.260
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,577.360,1104.650
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,638.330,1107.130
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,679.610,1140.220
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,698.200,1131.750
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,744.110,1137.900
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,752.870,1159.510
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,756.330,1178.700
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,765.150,1151.060
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,777.210,1169.340
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,790.360,1124.360
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,801.600,1104.070
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,807.620,1175.690
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,813.990,1119.340
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,815.410,1099.620
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,825.490,1125.200
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,836.250,1146.620
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,837.820,1129.250
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,850.870,1141.900
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,862.710,1126.510
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,869.730,1143.630
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,883.260,1069.020
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,886.000,1086.330
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,906.910,1041.270
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,927.150,1002.970
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,929.140,1020.580
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,940.170,1001.540
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,952.080,1021.830
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,981.570,1060.940
free,s_l_0_4,ct,173,pass_a_missing,accepted_pass_b_after_source_curve_recheck,988.549,1180.576
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1005.370,1092.920
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1005.640,553.090
free,s_l_0_4,ct,173,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1010.656,1174.612
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1042.880,1091.340
free,s_l_0_4,ct,173,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1043.212,1188.738
free,s_l_0_4,ct,173,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1057.554,1150.595
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1077.240,549.310
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1089.610,952.790
free,s_l_0_4,ct,173,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1109.549,1094.126
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1124.970,553.030
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1335.600,582.950
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1391.590,626.490
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1392.780,601.770
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1468.800,698.230
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1545.770,765.190
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1720.430,859.720
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1794.880,895.390
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1857.760,942.000
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1969.350,974.990
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2069.710,982.870
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2085.120,1003.760
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2188.490,1015.980
free,s_l_0_4,ct,173,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2324.660,1034.410
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,707.000,1497.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,752.000,1481.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,777.000,1487.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,797.000,1463.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,824.000,1443.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,848.000,1472.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,870.000,1472.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,891.000,1439.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,891.000,1477.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,912.000,1398.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,936.000,1378.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,959.000,1378.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,986.000,1394.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1020.000,1432.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1077.000,1382.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1098.000,1358.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1120.000,1299.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1144.000,1269.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1166.000,1203.000
free,s_l_0_4,cwp,175,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1203.000,1102.000
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1247.239,958.423
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1276.405,856.115
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1289.840,812.904
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1308.175,773.887
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1350.049,783.920
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1382.731,817.880
free,s_l_0_4,cwp,175,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1675.822,1042.668
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,575.000,2756.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,628.000,2724.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,738.000,2708.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,748.000,2693.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,819.000,2689.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,831.000,2675.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,879.000,2641.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,923.000,2618.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,975.000,2565.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,996.000,2552.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1019.000,2513.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1038.000,2505.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1065.000,2450.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1086.000,2415.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1108.000,2389.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1133.000,2354.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1152.000,2377.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1191.000,2337.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1210.000,2348.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1259.000,2338.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1267.000,2364.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1293.000,2362.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1324.000,2388.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1384.000,2428.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1432.000,2446.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1499.000,2507.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1568.000,2538.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1614.000,2562.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1616.000,2534.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1712.000,2529.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1768.000,2579.000
free,s_l_0_4,sinkage_over_draught,174,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1793.295,2540.832
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1852.000,2586.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,1958.000,2633.000
free,s_l_0_4,sinkage_over_draught,174,pass_a_missing,accepted_pass_b_after_source_curve_recheck,1986.453,2683.523
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2058.000,2679.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2177.000,2769.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2194.000,2791.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2243.000,2778.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2272.000,2817.000
free,s_l_0_4,sinkage_over_draught,174,independent_pass_missing,excluded_conservatively_without_second_glyph_assignment,2313.000,2808.000
