point_id,config,quantity,figure,pdf_page,printed_page,x_px,y_px,fn,value,fn_digitization_uncertainty,value_digitization_uncertainty,center_uncertainty_px,axis_x_left_px,axis_x_right_px,axis_y_top_px,axis_y_bottom_px,axis_value_top,axis_value_bottom,method,status
fig161-ct-001,monohull,CT,161,268,258,652.030,1202.838,0.1580945,0.0056947995,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-002,monohull,CT,161,268,258,677.981,1246.962,0.1705508,0.00534627537,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-003,monohull,CT,161,268,258,710.495,1225.133,0.1861577,0.00551869405,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-004,monohull,CT,161,268,258,725.444,1248.007,0.1933330,0.00533801704,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-005,monohull,CT,161,268,258,756.790,1270.790,0.2083794,0.00515805432,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-006,monohull,CT,161,268,258,803.394,1261.163,0.2307492,0.00523409588,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-007,monohull,CT,161,268,258,821.925,1214.513,0.2396440,0.00560258689,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-008,monohull,CT,161,268,258,835.611,1223.593,0.2462133,0.0055308642,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-009,monohull,CT,161,268,258,849.074,1232.870,0.2526756,0.00545758001,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-010,monohull,CT,161,268,258,888.292,1240.092,0.2715003,0.00540053469,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-011,monohull,CT,161,268,258,921.023,1194.893,0.2872110,0.00575755822,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-012,monohull,CT,161,268,258,941.845,1190.397,0.2972055,0.00579307621,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-013,monohull,CT,161,268,258,951.446,1160.800,0.3018142,0.00602685624,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-014,monohull,CT,161,268,258,953.537,1352.158,0.3028177,0.00451534048,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-015,monohull,CT,161,268,258,969.837,1163.625,0.3106420,0.00600454186,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-016,monohull,CT,161,268,258,971.381,1144.893,0.3113829,0.00615250508,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-017,monohull,CT,161,268,258,987.697,1156.764,0.3192144,0.00605873582,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-018,monohull,CT,161,268,258,1022.130,1174.093,0.3357422,0.00592185946,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-019,monohull,CT,161,268,258,1047.623,1167.957,0.3479791,0.00597032763,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-020,monohull,CT,161,268,258,1054.395,1373.605,0.3512296,0.00434593256,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-021,monohull,CT,161,268,258,1076.275,1162.275,0.3617320,0.00601520537,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-022,monohull,CT,161,268,258,1077.091,1171.545,0.3621236,0.00594197903,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-023,monohull,CT,161,268,258,1101.656,1145.925,0.3739148,0.00614435441,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-024,monohull,CT,161,268,258,1123.578,1127.844,0.3844373,0.00628716869,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-025,monohull,CT,161,268,258,1148.884,1108.814,0.3965842,0.00643748852,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-026,monohull,CT,161,268,258,1172.494,1051.506,0.4079173,0.006890161,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-027,monohull,CT,161,268,258,1221.545,889.404,0.4314618,0.0081705842,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-028,monohull,CT,161,268,258,1231.274,904.560,0.4361314,0.00805087264,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-029,monohull,CT,161,268,258,1241.271,855.832,0.4409301,0.00843576796,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-030,monohull,CT,161,268,258,1255.446,861.277,0.4477340,0.00839275586,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-031,monohull,CT,161,268,258,1266.234,876.781,0.4529125,0.00827029028,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-032,monohull,CT,161,268,258,1290.754,834.319,0.4646817,0.00860569636,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-033,monohull,CT,161,268,258,1311.925,838.642,0.4748442,0.00857154983,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-034,monohull,CT,161,268,258,1335.716,814.442,0.4862636,0.00876270059,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-035,monohull,CT,161,268,258,1361.156,825.948,0.4984750,0.0086718174,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-036,monohull,CT,161,268,258,1382.076,828.378,0.5085163,0.00865262124,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-037,monohull,CT,161,268,258,1427.086,823.714,0.5301211,0.00868946062,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-038,monohull,CT,161,268,258,1472.875,856.361,0.5521000,0.0084315868,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-039,monohull,CT,161,268,258,1521.385,869.500,0.5753846,0.00832780411,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-040,monohull,CT,161,268,258,1592.804,910.714,0.6096657,0.00800225683,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-041,monohull,CT,161,268,258,1687.786,972.633,0.6552571,0.0075131702,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-042,monohull,CT,161,268,258,1779.840,1012.877,0.6994430,0.00719528797,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-043,monohull,CT,161,268,258,1833.546,1012.463,0.7252222,0.00719855479,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-044,monohull,CT,161,268,258,1876.863,1048.667,0.7460141,0.00691258557,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-045,monohull,CT,161,268,258,1964.292,1059.908,0.7879803,0.0068237939,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-046,monohull,CT,161,268,258,2033.614,1091.000,0.8212547,0.00657819905,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig161-ct-047,monohull,CT,161,268,258,2056.494,1083.937,0.8322370,0.00663399124,0.0020,5e-05,4.0,531,2406,278,1544,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig163-cwp-001,monohull,CWP,163,269,259,707.121,1502.050,0.1886218,0.000252771444,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-002,monohull,CWP,163,269,259,750.755,1499.194,0.2095103,0.000275367497,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-003,monohull,CWP,163,269,259,791.000,1481.000,0.2287766,0.000419303797,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-004,monohull,CWP,163,269,259,848.000,1475.000,0.2560638,0.000466772152,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-005,monohull,CWP,163,269,259,871.000,1469.000,0.2670745,0.000514240506,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-006,monohull,CWP,163,269,259,879.000,1441.000,0.2709043,0.000735759494,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-007,monohull,CWP,163,269,259,980.000,1365.000,0.3192553,0.00133702532,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-008,monohull,CWP,163,269,259,989.000,1336.000,0.3235638,0.0015664557,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-009,monohull,CWP,163,269,259,1014.000,1355.000,0.3355319,0.00141613924,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-010,monohull,CWP,163,269,259,1040.000,1348.000,0.3479787,0.00147151899,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-011,monohull,CWP,163,269,259,1068.000,1326.000,0.3613830,0.00164556962,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-012,monohull,CWP,163,269,259,1092.000,1313.000,0.3728723,0.00174841772,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-013,monohull,CWP,163,269,259,1139.000,1263.000,0.3953723,0.00214398734,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-014,monohull,CWP,163,269,259,1188.000,1165.000,0.4188298,0.0029193038,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-015,monohull,CWP,163,269,259,1211.000,1111.000,0.4298404,0.00334651899,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-016,monohull,CWP,163,269,259,1222.000,1066.000,0.4351064,0.00370253165,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-017,monohull,CWP,163,269,259,1232.000,1117.000,0.4398936,0.00329905063,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-018,monohull,CWP,163,269,259,1247.000,1043.000,0.4470745,0.00388449367,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-019,monohull,CWP,163,269,259,1259.000,1021.000,0.4528191,0.0040585443,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-020,monohull,CWP,163,269,259,1281.704,1040.773,0.4636883,0.00390211013,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-021,monohull,CWP,163,269,259,1286.395,962.997,0.4659337,0.00451743026,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-022,monohull,CWP,163,269,259,1300.211,997.893,0.4725477,0.0042413522,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-023,monohull,CWP,163,269,259,1327.688,878.323,0.4857015,0.0051873187,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-024,monohull,CWP,163,269,259,1349.582,966.195,0.4961828,0.00449212841,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-025,monohull,CWP,163,269,259,1374.232,970.953,0.5079835,0.00445448887,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-026,monohull,CWP,163,269,259,1395.538,1018.023,0.5181829,0.00408210003,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-027,monohull,CWP,163,269,259,1417.712,952.017,0.5287985,0.00460429808,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-028,monohull,CWP,163,269,259,1464.224,1006.751,0.5510647,0.00417127344,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-029,monohull,CWP,163,269,259,1472.057,1051.146,0.5548146,0.00382004408,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-030,monohull,CWP,163,269,259,1512.167,1035.225,0.5740162,0.00394600115,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-031,monohull,CWP,163,269,259,1586.631,1020.447,0.6096640,0.00406291828,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-032,monohull,CWP,163,269,259,1627.000,1060.000,0.6289894,0.00375,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-033,monohull,CWP,163,269,259,1678.000,1079.000,0.6534043,0.00359968354,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-034,monohull,CWP,163,269,259,1741.422,1097.513,0.6837658,0.00345321977,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-035,monohull,CWP,163,269,259,1823.997,1148.291,0.7232965,0.00305149473,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-036,monohull,CWP,163,269,259,1856.343,1116.060,0.7387814,0.0033064897,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-037,monohull,CWP,163,269,259,1864.000,1175.000,0.7424468,0.00284018987,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-038,monohull,CWP,163,269,259,1954.000,1158.000,0.7855319,0.00297468354,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-039,monohull,CWP,163,269,259,1974.268,1246.690,0.7952348,0.00227302488,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-040,monohull,CWP,163,269,259,2024.648,1171.003,0.8193526,0.00287181033,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-041,monohull,CWP,163,269,259,2048.000,1182.000,0.8305319,0.00278481013,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-042,monohull,CWP,163,269,259,2091.645,1262.883,0.8514259,0.00214491283,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-043,monohull,CWP,163,269,259,2142.000,1256.000,0.8755319,0.00219936709,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,"filled-marker template-match center, visually reviewed",accepted-pass-B
fig163-cwp-044,monohull,CWP,163,269,259,2209.423,1303.299,0.9078091,0.00182516667,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-045,monohull,CWP,163,269,259,2234.834,1222.780,0.9199737,0.00246218289,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-046,monohull,CWP,163,269,259,2312.494,1328.934,0.9571516,0.00162236092,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig163-cwp-047,monohull,CWP,163,269,259,2312.554,1372.763,0.9571802,0.00127560876,0.0020,5e-05,5.0,522,2402,270,1534,0.01,0.0,dense-core centroid of visible filled measured-CWP marker,accepted-pass-B
fig165-ct-001,S/L=0.2,CT,165,270,260,593.879,1231.121,0.1263698,0.00568911288,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-002,S/L=0.2,CT,165,270,260,761.658,1262.342,0.2069899,0.00543383397,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-003,S/L=0.2,CT,165,270,260,809.817,1259.333,0.2301308,0.00545843554,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-004,S/L=0.2,CT,165,270,260,829.400,1248.000,0.2395408,0.00555110384,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-005,S/L=0.2,CT,165,270,260,836.143,1190.762,0.2427809,0.0060191177,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-006,S/L=0.2,CT,165,270,260,840.091,1172.545,0.2446780,0.0061680666,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-007,S/L=0.2,CT,165,270,260,846.484,1226.000,0.2477500,0.00573098937,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-008,S/L=0.2,CT,165,270,260,854.980,1186.647,0.2518325,0.00605276321,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-009,S/L=0.2,CT,165,270,260,868.844,1184.156,0.2584941,0.0060731296,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-010,S/L=0.2,CT,165,270,260,875.829,1232.317,0.2618507,0.0056793371,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-011,S/L=0.2,CT,165,270,260,888.826,1255.536,0.2680958,0.00548948298,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-012,S/L=0.2,CT,165,270,260,902.250,1259.167,0.2745462,0.00545979831,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-013,S/L=0.2,CT,165,270,260,924.140,1215.690,0.2850644,0.0058152909,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-014,S/L=0.2,CT,165,270,260,946.903,1188.129,0.2960026,0.00604064569,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-015,S/L=0.2,CT,165,270,260,971.683,1053.794,0.3079094,0.00713905437,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-016,S/L=0.2,CT,165,270,260,1001.625,1007.375,0.3222971,0.0075186018,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-017,S/L=0.2,CT,165,270,260,1060.511,1309.296,0.3505926,0.00504990763,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-018,S/L=0.2,CT,165,270,260,1093.710,1157.290,0.3665450,0.00629280194,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-019,S/L=0.2,CT,165,270,260,1136.442,1122.429,0.3870782,0.00657785305,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-020,S/L=0.2,CT,165,270,260,1148.333,1054.279,0.3927923,0.00713508357,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-021,S/L=0.2,CT,165,270,260,1162.333,1066.300,0.3995195,0.00703679477,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-022,S/L=0.2,CT,165,270,260,1243.871,652.741,0.4386992,0.010418306,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-023,S/L=0.2,CT,165,270,260,1258.384,498.121,0.4456730,0.0116825739,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-024,S/L=0.2,CT,165,270,260,1277.267,502.787,0.4547464,0.0116444263,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-025,S/L=0.2,CT,165,270,260,1299.592,460.650,0.4654741,0.0119889576,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-026,S/L=0.2,CT,165,270,260,1314.783,417.983,0.4727733,0.0123378364,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-027,S/L=0.2,CT,165,270,260,1321.256,393.107,0.4758839,0.0125412311,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-028,S/L=0.2,CT,165,270,260,1345.663,373.012,0.4876116,0.0127055468,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-029,S/L=0.2,CT,165,270,260,1355.962,407.552,0.4925604,0.0124231204,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-030,S/L=0.2,CT,165,270,260,1369.980,370.373,0.4992965,0.0127271255,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-031,S/L=0.2,CT,165,270,260,1372.408,406.214,0.5004631,0.0124340614,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-032,S/L=0.2,CT,165,270,260,1412.070,391.291,0.5195210,0.0125560859,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-033,S/L=0.2,CT,165,270,260,1412.216,443.045,0.5195913,0.0121329105,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-034,S/L=0.2,CT,165,270,260,1428.095,459.983,0.5272212,0.0119944173,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
fig165-ct-035,S/L=0.2,CT,165,270,260,1460.591,462.750,0.5428360,0.0119717907,0.0020,5e-05,4.0,539,2412,337,1560,0.013,0.003,enclosed-white-center centroid of visible open-square marker,accepted-pass-B
