point_id,config,quantity,figure,pdf_page,printed_page,x_px,y_px,fn,value,fn_digitization_uncertainty,value_digitization_uncertainty,center_uncertainty_px,axis_x_left_px,axis_x_right_px,axis_y_top_px,axis_y_bottom_px,axis_value_top,axis_value_bottom,method,status
fig178-sinkage_over_draught-015,S/L=0.5,sinkage_over_draught,178,276,266,1386.748,2492.534,0.5194968,0.0896458953,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-016,S/L=0.5,sinkage_over_draught,178,276,266,1435.868,2517.868,0.5429990,0.0836661331,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-017,S/L=0.5,sinkage_over_draught,178,276,266,1538.400,2566.572,0.5920576,0.0721703165,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-018,S/L=0.5,sinkage_over_draught,178,276,266,1572.328,2607.655,0.6082908,0.0624731627,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-019,S/L=0.5,sinkage_over_draught,178,276,266,1615.662,2607.394,0.6290249,0.062534768,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-020,S/L=0.5,sinkage_over_draught,178,276,266,1644.665,2617.902,0.6429020,0.0600545258,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-021,S/L=0.5,sinkage_over_draught,178,276,266,1770.063,2612.481,0.7029011,0.0613341434,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-022,S/L=0.5,sinkage_over_draught,178,276,266,1848.418,2635.125,0.7403915,0.0559894551,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-023,S/L=0.5,sinkage_over_draught,178,276,266,1947.173,2680.374,0.7876427,0.0453089768,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-024,S/L=0.5,sinkage_over_draught,178,276,266,1965.468,2761.489,0.7963962,0.0261630145,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-025,S/L=0.5,sinkage_over_draught,178,276,266,1965.628,2697.628,0.7964727,0.0412365286,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-026,S/L=0.5,sinkage_over_draught,178,276,266,2082.365,2714.365,0.8523279,0.0372859317,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-027,S/L=0.5,sinkage_over_draught,178,276,266,2112.693,2778.595,0.8668387,0.0221255457,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-028,S/L=0.5,sinkage_over_draught,178,276,266,2198.883,2816.012,0.9080779,0.0132937028,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-029,S/L=0.5,sinkage_over_draught,178,276,266,2222.987,2799.786,0.9196110,0.0171237496,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
fig178-sinkage_over_draught-030,S/L=0.5,sinkage_over_draught,178,276,266,2315.399,2842.536,0.9638271,0.00703321454,0.0020,0.0015,5.0,510,2391,2025,3296,0.2,-0.1,dense-core centroid of visible filled sinkage marker,accepted-pass-B
