# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 262 and 263; PDF pages 272 and 273; Figures 169, 170, and 171
# pass: A; image-component-assisted, visually checked; no OCR
configuration,attitude,observable,replicate_id,x_px,y_px,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure
s_l_0_3,free,ct,42,1378.74,1187.37,0.499504,0.0059554,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,43,1415.25,611.88,0.516935,0.0104832,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,44,1443.73,654.95,0.530533,0.0101443,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,45,1491.40,709.52,0.553294,0.0097150,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,46,1511.50,755.00,0.562891,0.0093572,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,47,1568.62,801.29,0.590162,0.0089930,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,48,1585.93,812.92,0.598427,0.0089015,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,49,1610.48,867.60,0.610151,0.0084713,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,50,1699.95,948.71,0.652865,0.0078332,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,51,1724.42,944.60,0.664552,0.0078655,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,52,1798.41,974.85,0.699876,0.0076274,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,53,1886.67,1053.08,0.742016,0.0070119,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,54,1966.27,1047.61,0.780021,0.0070550,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,55,1997.19,1075.95,0.794785,0.0068320,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,56,2115.32,1094.98,0.851188,0.0066823,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,57,2231.79,1095.87,0.906796,0.0066753,dimensionless,0.003,0.00005,169
s_l_0_3,free,ct,58,2349.32,1093.92,0.962911,0.0066907,dimensionless,0.003,0.00005,169
s_l_0_3,free,cwp,1,725.00,1521.00,0.197246,0.0001102,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,2,760.00,1508.00,0.213930,0.0002126,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,3,792.00,1485.00,0.229184,0.0003937,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,4,823.00,1469.00,0.243962,0.0005197,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,5,851.00,1479.00,0.257309,0.0004409,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,6,872.00,1490.00,0.267320,0.0003543,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,7,935.00,1378.00,0.297352,0.0012362,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,8,981.00,1334.00,0.319280,0.0015827,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,9,1002.00,1364.00,0.329290,0.0013465,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,10,1026.00,1409.00,0.340731,0.0009921,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,11,1080.00,1429.00,0.366472,0.0008346,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,12,1119.00,1358.00,0.385064,0.0013937,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,13,1169.00,1160.00,0.408898,0.0029528,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,14,1212.00,1050.00,0.429396,0.0038189,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,15,1263.00,889.00,0.453708,0.0050866,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,16,1308.00,786.00,0.475159,0.0058976,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,17,1678.00,1094.00,0.651536,0.0034724,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,18,1776.00,1181.00,0.698252,0.0027874,dimensionless,0.003,0.00005,171
s_l_0_3,free,cwp,19,1864.00,1193.00,0.740201,0.0026929,dimensionless,0.003,0.00005,171
s_l_0_3,free,trim,1,601.08,2893.13,0.131173,-0.0196875,degree,0.003,0.03000,170
s_l_0_3,free,trim,2,602.34,2906.79,0.131778,-0.1157328,degree,0.003,0.03000,170
s_l_0_3,free,trim,3,659.21,2891.39,0.159015,-0.0074093,degree,0.003,0.03000,170
s_l_0_3,free,trim,4,715.67,2891.06,0.186056,-0.0051136,degree,0.003,0.03000,170
s_l_0_3,free,trim,5,774.12,2894.07,0.214057,-0.0262835,degree,0.003,0.03000,170
s_l_0_3,free,trim,6,832.20,2889.98,0.241875,0.0024629,degree,0.003,0.03000,170
s_l_0_3,free,trim,7,890.95,2887.34,0.270015,0.0210577,degree,0.003,0.03000,170
s_l_0_3,free,trim,8,948.82,2875.12,0.297733,0.1069414,degree,0.003,0.03000,170
s_l_0_3,free,trim,9,1006.33,2891.33,0.325277,-0.0070016,degree,0.003,0.03000,170
s_l_0_3,free,trim,10,1064.24,2883.13,0.353014,0.0506373,degree,0.003,0.03000,170
s_l_0_3,free,trim,11,1123.55,2777.10,0.381426,0.7961668,degree,0.003,0.03000,170
s_l_0_3,free,trim,12,1124.53,2801.35,0.381891,0.6256641,degree,0.003,0.03000,170
s_l_0_3,free,trim,13,1171.24,2688.24,0.404268,1.4209343,degree,0.003,0.03000,170
s_l_0_3,free,trim,14,1233.33,2596.37,0.434004,2.0669150,degree,0.003,0.03000,170
s_l_0_3,free,trim,15,1290.20,2520.95,0.461245,2.5972266,degree,0.003,0.03000,170
s_l_0_3,free,trim,16,1347.54,2513.27,0.488710,2.6512247,degree,0.003,0.03000,170
s_l_0_3,free,trim,17,1348.21,2500.36,0.489033,2.7420201,degree,0.003,0.03000,170
s_l_0_3,free,trim,18,1481.85,2531.95,0.553042,2.5198828,degree,0.003,0.03000,170
s_l_0_3,free,trim,19,1482.50,2515.40,0.553355,2.6362778,degree,0.003,0.03000,170
s_l_0_3,free,trim,20,1560.54,2492.32,0.590730,2.7985035,degree,0.003,0.03000,170
s_l_0_3,free,trim,21,1641.55,2508.72,0.629532,2.6832386,degree,0.003,0.03000,170
s_l_0_3,free,trim,22,1718.41,2519.47,0.666348,2.6076608,degree,0.003,0.03000,170
s_l_0_3,free,trim,23,1794.72,2508.09,0.702898,2.6876420,degree,0.003,0.03000,170
s_l_0_3,free,trim,24,1794.84,2552.08,0.702955,2.3783654,degree,0.003,0.03000,170
s_l_0_3,free,trim,25,1873.46,2507.83,0.740616,2.6894655,degree,0.003,0.03000,170
s_l_0_3,free,trim,26,1988.93,2466.26,0.795920,2.9817708,degree,0.003,0.03000,170
s_l_0_3,free,trim,27,2108.03,2443.22,0.852967,3.1437922,degree,0.003,0.03000,170
s_l_0_3,free,trim,28,2222.93,2442.16,0.908004,3.1512251,degree,0.003,0.03000,170
s_l_0_3,free,trim,29,2340.99,2422.26,0.964549,3.2911075,degree,0.003,0.03000,170
s_l_0_3,free,sinkage_over_draught,1,606.00,2856.00,0.133528,0.0080469,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,2,658.00,2840.00,0.158435,0.0117969,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,3,661.00,2868.00,0.159872,0.0052344,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,4,716.00,2822.00,0.186216,0.0160156,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,5,724.00,2841.00,0.190048,0.0115625,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,6,748.00,2821.00,0.201543,0.0162500,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,7,775.00,2795.00,0.214476,0.0223438,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,8,776.00,2813.00,0.214955,0.0181250,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,9,805.00,2792.00,0.228845,0.0230469,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,10,822.00,2786.00,0.236988,0.0244531,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,11,835.00,2761.00,0.243214,0.0303125,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,12,839.00,2779.00,0.245130,0.0260938,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,13,875.00,2761.00,0.262374,0.0303125,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,14,894.00,2729.00,0.271474,0.0378125,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,15,894.00,2752.00,0.271474,0.0324219,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,16,909.00,2739.00,0.278659,0.0354688,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,17,932.00,2719.00,0.289675,0.0401563,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,18,950.00,2691.00,0.298297,0.0467188,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,19,951.00,2710.00,0.298776,0.0422656,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,20,975.00,2694.00,0.310271,0.0460156,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,21,996.00,2675.00,0.320330,0.0504688,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,22,1014.00,2664.00,0.328952,0.0530469,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,23,1020.00,2681.00,0.331825,0.0490625,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,24,1042.00,2621.00,0.342363,0.0631250,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,25,1065.00,2610.00,0.353379,0.0657031,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,26,1098.00,2566.00,0.369186,0.0760156,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,27,1106.00,2529.00,0.373018,0.0846875,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,28,1123.00,2502.00,0.381160,0.0910156,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,29,1138.00,2472.00,0.388345,0.0980469,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,30,1138.00,2491.00,0.388345,0.0935938,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,31,1169.00,2417.00,0.403193,0.1109375,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,32,1182.00,2445.00,0.409420,0.1043750,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,33,1184.00,2427.00,0.410378,0.1085938,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,34,1235.00,2395.00,0.434806,0.1160938,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,35,1274.00,2413.00,0.453486,0.1118750,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,36,1291.00,2419.00,0.461629,0.1104688,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,37,1323.00,2447.00,0.476956,0.1039063,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,38,1346.00,2507.00,0.487972,0.0898438,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,39,1370.00,2507.00,0.499468,0.0898438,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,40,1408.00,2511.00,0.517669,0.0889063,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,41,1437.00,2575.00,0.531559,0.0739063,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,42,1483.00,2603.00,0.553592,0.0673438,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,43,1506.00,2633.00,0.564609,0.0603125,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,44,1562.00,2662.00,0.591432,0.0535156,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,45,1578.00,2671.00,0.599095,0.0514063,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,46,1602.00,2697.00,0.610591,0.0453125,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,47,1643.00,2708.00,0.630229,0.0427344,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,48,1650.00,2683.00,0.633582,0.0485938,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,49,1693.00,2711.00,0.654178,0.0420313,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,50,1721.00,2725.00,0.667589,0.0387500,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,51,1795.00,2742.00,0.703034,0.0347656,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,52,1873.00,2791.00,0.740394,0.0232813,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,53,1881.00,2763.00,0.744226,0.0298438,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,54,1958.00,2838.00,0.781107,0.0122656,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,55,1990.00,2828.00,0.796434,0.0146094,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,56,2109.00,2894.00,0.853433,-0.0008594,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,57,2222.00,2962.00,0.907557,-0.0167969,dimensionless,0.003,0.00100,170
s_l_0_3,free,sinkage_over_draught,58,2342.00,2969.00,0.965035,-0.0184375,dimensionless,0.003,0.00100,170
