# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 258,259; Figures 161,162,163
# method: blinded pixel passes, conservative glyph reconciliation; unsnapped Fn
configuration,attitude,observable,replicate_id,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure,source_printed_page,source_pdf_page,pass_count,adjudication,pass_a_x_px,pass_a_y_px,independent_pass,independent_x_px,independent_y_px
monohull,free,sinkage_over_draught,21,0.4051499,0.07523343,dimensionless,0.003970,0.00200000,162,258,268,2,independent pixel-center match; averaged,1168.000,2612.000,B,1151.458,2604.357
monohull,free,sinkage_over_draught,22,0.4203707,0.08526665,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1191.000,2570.000,B,1191.878,2561.409
monohull,free,sinkage_over_draught,23,0.4333336,0.09048713,dimensionless,0.002134,0.00200000,162,258,268,2,independent pixel-center match; averaged,1214.000,2539.000,B,1222.890,2548.209
monohull,free,sinkage_over_draught,24,0.4368717,0.08016134,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1227.000,2589.000,B,1224.632,2585.634
monohull,free,sinkage_over_draught,25,0.4521549,0.08215492,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1259.000,2580.000,B,1256.312,2577.755
monohull,free,sinkage_over_draught,26,0.4861562,0.09065047,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1329.000,2542.000,B,1327.984,2543.826
monohull,free,sinkage_over_draught,27,0.4925291,0.08653846,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1341.000,2560.000,B,1342.538,2560.641
monohull,free,sinkage_over_draught,28,0.5084248,0.08785244,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1375.000,2556.000,B,1374.770,2553.516
monohull,free,sinkage_over_draught,29,0.5286026,0.08449280,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1420.000,2568.000,B,1413.844,2569.961
monohull,free,sinkage_over_draught,30,0.5534788,0.08140764,dimensionless,0.003961,0.00200000,162,258,268,2,independent pixel-center match; averaged,1477.000,2578.000,B,1460.495,2586.082
monohull,free,sinkage_over_draught,31,0.5756514,0.06990701,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1514.000,2634.000,B,1515.881,2627.454
monohull,free,sinkage_over_draught,32,0.5933711,0.07074913,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1551.000,2631.000,B,1552.713,2623.324
monohull,free,sinkage_over_draught,33,0.6094703,0.07029713,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1586.000,2627.000,B,1584.793,2631.151
monohull,free,sinkage_over_draught,34,0.6306525,0.06590543,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1630.000,2650.000,B,1629.052,2645.334
monohull,free,sinkage_over_draught,35,0.6549446,0.06223976,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1680.000,2664.000,B,1680.269,2662.370
monohull,free,sinkage_over_draught,36,0.6879129,0.05939047,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1748.000,2673.000,B,1749.637,2677.494
monohull,free,sinkage_over_draught,37,0.7414559,0.05624827,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1861.000,2690.000,B,1859.733,2687.098
monohull,free,sinkage_over_draught,38,0.7965839,0.04897220,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,1975.000,2721.000,B,1975.433,2717.702
monohull,free,sinkage_over_draught,39,0.8539058,0.04557264,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,2096.000,2732.000,B,2093.274,2735.485
monohull,free,sinkage_over_draught,40,0.9105820,0.04329913,dimensionless,0.002000,0.00200000,162,258,268,2,independent pixel-center match; averaged,2213.000,2745.000,B,2212.425,2741.734
monohull,free,trim,1,0.1301234,0.00696732,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,586.970,2925.460,B,586.544,2925.907
monohull,free,trim,2,0.1577493,-0.00944882,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,641.400,2929.100,B,647.222,2926.900
monohull,free,trim,3,0.1845825,-0.02413583,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,700.100,2930.140,B,700.327,2930.005
monohull,free,trim,4,0.2118945,0.00571654,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,757.190,2923.320,B,757.037,2928.400
monohull,free,trim,5,0.2400177,-0.00955512,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,815.550,2927.760,B,815.857,2928.270
monohull,free,trim,6,0.2676201,-0.02166260,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,873.750,2931.990,B,872.667,2927.457
monohull,free,trim,7,0.2954838,-0.02261220,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,931.300,2930.080,B,931.216,2929.635
monohull,free,trim,8,0.3234513,-0.06095079,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,988.990,2937.570,B,990.057,2932.965
monohull,free,trim,9,0.3514468,-0.02165197,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1048.770,2929.750,B,1046.925,2929.694
monohull,free,trim,10,0.3800344,0.39801732,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1107.350,2869.270,B,1107.460,2871.734
monohull,free,trim,11,0.4081782,0.97781220,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1166.160,2787.870,B,1165.916,2789.503
monohull,free,trim,12,0.4357902,1.37885433,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1223.750,2734.140,B,1223.376,2730.050
monohull,free,trim,13,0.4640342,1.87503425,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1282.050,2661.390,B,1282.759,2662.767
monohull,free,trim,14,0.4915581,2.14978583,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1339.770,2621.830,B,1339.722,2624.786
monohull,free,trim,15,0.5192675,2.30197087,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1397.430,2604.100,B,1397.518,2599.566
monohull,free,trim,16,0.5922309,2.60204646,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1549.720,2556.850,B,1549.242,2562.128
monohull,free,trim,17,0.6300861,2.61569882,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1628.420,2556.520,B,1628.272,2558.605
monohull,free,trim,18,0.6862259,2.64427205,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1745.160,2553.010,B,1745.448,2554.051
monohull,free,trim,19,0.7413921,2.71874528,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1859.940,2544.300,B,1860.527,2541.743
monohull,free,trim,20,0.7965995,2.85461339,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,1975.290,2523.320,B,1975.208,2524.378
monohull,free,trim,21,0.8538105,3.03853583,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,2094.620,2498.500,B,2094.257,2497.291
monohull,free,trim,22,0.9110414,3.24023858,degree,0.002000,0.05000000,162,258,268,2,independent pixel-center match; averaged,2213.840,2469.440,B,2213.499,2469.426
