# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 246; Figures 139,140
# method: blinded pixel passes, conservative glyph reconciliation; unsnapped Fn
configuration,attitude,observable,replicate_id,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure,source_printed_page,source_pdf_page,pass_count,adjudication,pass_a_x_px,pass_a_y_px,independent_pass,independent_x_px,independent_y_px
s_l_0_3,fixed,cwp,14,0.3601599,0.00138264,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1076.000,3166.000,B,1077.156,3165.363
s_l_0_3,fixed,cwp,15,0.3684951,0.00075989,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1096.000,3245.000,B,1091.923,3244.292
s_l_0_3,fixed,cwp,16,0.3761871,0.00102021,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1110.000,3211.000,B,1110.007,3212.276
s_l_0_3,fixed,cwp,17,0.3854362,0.00134588,dimensionless,0.003216,0.00008000,140,246,256,2,independent pixel-center match; averaged,1136.000,3178.000,B,1122.586,3162.684
s_l_0_3,fixed,cwp,18,0.3870708,0.00128987,dimensionless,0.002000,0.00008000,140,246,256,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1132.702,3177.445
s_l_0_3,fixed,cwp,19,0.3982687,0.00169588,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1156.000,3126.000,B,1156.112,3125.925
s_l_0_3,fixed,cwp,20,0.4091876,0.00203913,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1179.000,3082.000,B,1178.656,3082.877
s_l_0_3,fixed,cwp,21,0.4249832,0.00277021,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1212.000,2990.000,B,1211.541,2989.475
s_l_0_3,fixed,cwp,22,0.4397013,0.00309966,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1243.000,2948.000,B,1241.932,2947.927
s_l_0_3,fixed,cwp,23,0.4581470,0.00344858,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1282.000,2904.000,B,1279.871,2903.439
s_l_0_3,fixed,cwp,24,0.4756584,0.00392122,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1317.000,2845.000,B,1317.913,2842.579
s_l_0_3,fixed,cwp,25,0.4963217,0.00414608,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1361.000,2816.000,B,1360.102,2814.555
s_l_0_3,fixed,cwp,26,0.5190883,0.00376517,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1408.000,2865.000,B,1408.064,2862.154
s_l_0_3,fixed,cwp,27,0.5193161,0.00426332,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1409.000,2801.000,B,1408.014,2799.823
s_l_0_3,fixed,cwp,28,0.5413692,0.00399223,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1454.000,2834.000,B,1455.000,2835.571
s_l_0_3,fixed,cwp,29,0.5526568,0.00402597,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1478.000,2832.000,B,1478.082,2829.013
s_l_0_3,fixed,cwp,30,0.5738514,0.00347817,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1522.000,2901.000,B,1522.487,2898.936
s_l_0_3,fixed,cwp,31,0.5857770,0.00332371,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1547.000,2920.000,B,1547.230,2919.107
s_l_0_3,fixed,cwp,32,0.6301530,0.00353839,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1640.000,2893.000,B,1639.327,2891.664
s_l_0_3,fixed,cwp,33,0.6744819,0.00245982,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1732.000,3030.000,B,1732.228,3028.190
s_l_0_3,fixed,cwp,34,0.7185501,0.00243726,dimensionless,0.002000,0.00008000,140,246,256,2,independent pixel-center match; averaged,1824.000,3033.000,B,1824.041,3030.911
