# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 248; Figures 143,144
# method: blinded pixel passes, conservative glyph reconciliation; unsnapped Fn
configuration,attitude,observable,replicate_id,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure,source_printed_page,source_pdf_page,pass_count,adjudication,pass_a_x_px,pass_a_y_px,independent_pass,independent_x_px,independent_y_px
s_l_0_5,fixed,ct,1,0.1275377,0.00571577,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,592.510,1219.540,B,592.720,1218.284
s_l_0_5,fixed,ct,2,0.1730455,0.00540785,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,688.630,1252.980,B,687.025,1262.870
s_l_0_5,fixed,ct,3,0.2221627,0.00534195,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,793.150,1267.700,B,788.033,1264.851
s_l_0_5,fixed,ct,4,0.2389267,0.00545674,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,825.470,1252.420,B,825.861,1251.042
s_l_0_5,fixed,ct,5,0.2513319,0.00563777,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,852.740,1229.590,B,850.500,1228.000
s_l_0_5,fixed,ct,6,0.2589301,0.00554567,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,866.940,1242.390,B,868.094,1238.536
s_l_0_5,fixed,ct,7,0.2729518,0.00564752,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,897.870,1223.850,B,895.837,1231.268
s_l_0_5,fixed,ct,8,0.2849498,0.00579457,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,921.770,1211.470,B,922.142,1206.386
s_l_0_5,fixed,ct,9,0.2952818,0.00600245,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,943.450,1181.570,B,943.696,1183.609
s_l_0_5,fixed,ct,10,0.3079000,0.00597136,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,972.840,1189.730,B,967.106,1183.327
s_l_0_5,fixed,ct,11,0.3246145,0.00583000,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,1004.580,1204.850,B,1005.307,1204.029
s_l_0_5,fixed,ct,12,0.3362696,0.00581399,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,1031.160,1206.060,B,1027.497,1206.875
s_l_0_5,fixed,ct,13,0.3518796,0.00591993,dimensionless,0.002000,0.00008000,143,248,258,2,independent pixel-center match; averaged,1062.500,1191.220,B,1061.476,1194.870
