# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 262,263; Figures 169,170,171
# method: blinded pixel passes, conservative glyph reconciliation; unsnapped Fn
configuration,attitude,observable,replicate_id,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure,source_printed_page,source_pdf_page,pass_count,adjudication,pass_a_x_px,pass_a_y_px,independent_pass,independent_x_px,independent_y_px
s_l_0_3,free,ct,1,0.4042724,0.00834904,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1180.200,883.000,B,1177.687,883.275
s_l_0_3,free,ct,2,0.4103318,0.00891048,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1189.680,819.420,B,1193.576,804.135
s_l_0_3,free,ct,3,0.4582516,0.01115371,dimensionless,0.002000,0.00008000,169,262,272,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1291.940,526.664
s_l_0_3,free,ct,4,0.4667194,0.01123580,dimensionless,0.002000,0.00008000,169,262,272,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1309.666,516.230
s_l_0_3,free,ct,5,0.4753829,0.01117594,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1329.430,524.360,B,1326.173,523.316
s_l_0_3,free,ct,6,0.4761778,0.01147310,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1329.480,485.600,B,1329.451,486.539
s_l_0_3,free,ct,7,0.4895412,0.01105131,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1356.370,539.690,B,1358.509,539.666
s_l_0_3,free,ct,8,0.4984530,0.01085147,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1375.790,566.060,B,1376.400,564.096
s_l_0_3,free,ct,9,0.4990134,0.01113319,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1377.170,528.740,B,1377.366,529.803
s_l_0_3,free,ct,10,0.5171381,0.01048535,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1415.250,611.880,B,1415.168,611.345
s_l_0_3,free,ct,11,0.5309092,0.01015510,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1443.730,654.950,B,1444.343,652.223
s_l_0_3,free,ct,12,0.5533119,0.00971884,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1491.400,709.520,B,1490.466,708.552
s_l_0_3,free,ct,13,0.5633335,0.00938106,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1511.500,755.000,B,1512.323,748.934
s_l_0_3,free,ct,14,0.5886675,0.00900889,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1568.620,801.290,B,1561.268,797.249
s_l_0_3,free,ct,15,0.5964006,0.00891698,dimensionless,0.002292,0.00008000,169,262,272,2,independent pixel-center match; averaged,1585.930,812.920,B,1576.334,808.984
s_l_0_3,free,ct,16,0.6107825,0.00846503,dimensionless,0.002000,0.00008000,169,262,272,2,independent pixel-center match; averaged,1610.480,867.600,B,1611.996,869.189
s_l_0_3,free,ct,17,0.6310678,0.00827577,dimensionless,0.002000,0.00008000,169,262,272,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1653.702,892.450
