# source: Mustafa Insel, 1990 PhD thesis
# source_location: printed pages 266,267; Figures 177,178,179
# method: blinded pixel passes, conservative glyph reconciliation; unsnapped Fn
configuration,attitude,observable,replicate_id,fn,value,value_unit,fn_digitization_uncertainty,value_digitization_uncertainty,source_figure,source_printed_page,source_pdf_page,pass_count,adjudication,pass_a_x_px,pass_a_y_px,independent_pass,independent_x_px,independent_y_px
s_l_0_5,free,cwp,13,0.5566701,0.00401942,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1482.000,1002.000,B,1481.955,1002.674
s_l_0_5,free,cwp,14,0.5760988,0.00277614,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1523.000,1161.000,B,1522.383,1158.971
s_l_0_5,free,cwp,15,0.5933644,0.00389835,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1559.000,1017.000,B,1558.745,1018.379
s_l_0_5,free,cwp,16,0.6096742,0.00284046,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1593.000,1153.000,B,1593.101,1150.659
s_l_0_5,free,cwp,17,0.6310205,0.00338116,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1638.000,1084.000,B,1637.566,1082.538
s_l_0_5,free,cwp,18,0.6429830,0.00271025,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1663.000,1168.000,B,1662.702,1168.681
s_l_0_5,free,cwp,19,0.6691433,0.00367546,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1718.000,1047.000,B,1717.343,1044.903
s_l_0_5,free,cwp,20,0.6767957,0.00254223,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1734.000,1190.000,B,1733.415,1189.291
s_l_0_5,free,cwp,21,0.7040653,0.00264440,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1791.000,1176.000,B,1790.705,1177.381
s_l_0_5,free,cwp,22,0.7107936,0.00226654,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1805.000,1224.000,B,1804.904,1225.206
s_l_0_5,free,cwp,23,0.7423144,0.00245972,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1871.000,1200.000,B,1871.011,1200.214
s_l_0_5,free,cwp,24,0.7864865,0.00231952,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1964.000,1218.000,B,1963.141,1217.770
s_l_0_5,free,cwp,25,0.7959040,0.00239691,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,1983.000,1209.000,B,1983.611,1207.144
s_l_0_5,free,cwp,26,0.8310503,0.00210563,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,2057.000,1246.000,B,2056.913,1244.013
s_l_0_5,free,cwp,27,0.8657635,0.00206522,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,2130.000,1251.000,B,2129.400,1249.259
s_l_0_5,free,cwp,28,0.9179468,0.00163397,dimensionless,0.002000,0.00008000,179,267,277,2,independent pixel-center match; averaged,2239.000,1305.000,B,2239.106,1304.626
s_l_0_5,free,sinkage_over_draught,1,0.1613868,0.01308630,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,639.000,2816.000,B,637.597,2818.536
s_l_0_5,free,sinkage_over_draught,2,0.2098801,0.01970496,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,740.000,2788.000,B,739.299,2790.498
s_l_0_5,free,sinkage_over_draught,3,0.2440333,0.02734350,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,812.000,2755.000,B,810.059,2758.825
s_l_0_5,free,sinkage_over_draught,4,0.2707978,0.03433220,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,863.000,2727.000,B,870.935,2727.654
s_l_0_5,free,sinkage_over_draught,5,0.3003589,0.04251913,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,927.000,2696.000,B,930.500,2689.338
s_l_0_5,free,sinkage_over_draught,6,0.3140983,0.04660787,dimensionless,0.002137,0.00200000,178,266,276,2,independent pixel-center match; averaged,953.000,2676.000,B,961.931,2674.720
s_l_0_5,free,sinkage_over_draught,7,0.3547246,0.06938047,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1042.000,2578.000,B,1042.749,2579.912
s_l_0_5,free,sinkage_over_draught,8,0.3867261,0.08615555,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1112.000,2509.000,B,1106.515,2506.883
s_l_0_5,free,sinkage_over_draught,9,0.3988754,0.09108122,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1135.000,2488.000,B,1134.299,2486.179
s_l_0_5,free,sinkage_over_draught,10,0.4112194,0.09670126,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1161.000,2468.000,B,1159.897,2458.596
s_l_0_5,free,sinkage_over_draught,11,0.4286584,0.10388236,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1193.000,2432.000,B,1200.792,2433.796
s_l_0_5,free,sinkage_over_draught,12,0.4392359,0.10389535,dimensionless,0.003348,0.00200000,178,266,276,2,independent pixel-center match; averaged,1226.000,2432.000,B,1212.006,2433.686
s_l_0_5,free,sinkage_over_draught,13,0.4630017,0.10369409,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1269.000,2434.000,B,1268.347,2433.390
s_l_0_5,free,sinkage_over_draught,14,0.4963766,0.09672890,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1341.000,2467.000,B,1335.854,2459.362
s_l_0_5,free,sinkage_over_draught,15,0.5199129,0.08880819,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1388.000,2498.000,B,1387.236,2495.424
s_l_0_5,free,sinkage_over_draught,16,0.5443254,0.08353492,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1437.000,2519.000,B,1440.280,2519.071
s_l_0_5,free,sinkage_over_draught,17,0.5552167,0.08615366,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1463.000,2507.000,B,1459.806,2508.899
s_l_0_5,free,sinkage_over_draught,18,0.5559986,0.07913945,dimensionless,0.002000,0.00275031,178,266,276,2,independent pixel-center match; averaged,1463.000,2526.000,B,1463.074,2549.286
s_l_0_5,free,sinkage_over_draught,19,0.5927220,0.07131051,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1541.000,2571.000,B,1538.578,2570.571
s_l_0_5,free,sinkage_over_draught,20,0.6295873,0.06291724,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1617.000,2605.000,B,1616.675,2607.634
s_l_0_5,free,sinkage_over_draught,21,0.6687828,0.06312063,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1696.000,2601.000,B,1701.512,2609.912
s_l_0_5,free,sinkage_over_draught,22,0.6774103,0.06168642,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1713.000,2610.000,B,1720.575,2613.055
s_l_0_5,free,sinkage_over_draught,23,0.7409727,0.05632291,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,1851.000,2635.000,B,1848.266,2633.466
s_l_0_5,free,sinkage_over_draught,24,0.8521548,0.03700776,dimensionless,0.002000,0.00200000,178,266,276,2,independent pixel-center match; averaged,2082.000,2720.000,B,2082.007,2712.001
s_l_0_5,free,trim,1,0.1605495,0.07084606,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,636.510,2862.870,B,636.587,2862.469
s_l_0_5,free,trim,2,0.1871900,0.06448583,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,692.380,2864.580,B,692.074,2862.554
s_l_0_5,free,trim,3,0.2148904,0.06813898,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,750.190,2862.980,B,750.052,2863.123
s_l_0_5,free,trim,4,0.2434500,0.09154961,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,809.810,2860.910,B,809.811,2858.586
s_l_0_5,free,trim,5,0.2706792,0.04593307,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,866.780,2870.170,B,866.659,2862.200
s_l_0_5,free,trim,6,0.2985859,0.08734370,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,924.570,2857.190,B,925.519,2863.493
s_l_0_5,free,trim,7,0.3259263,0.07860591,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,982.260,2859.760,B,982.112,2863.389
s_l_0_5,free,trim,8,0.4086890,1.12824331,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1156.450,2713.360,B,1153.870,2713.558
s_l_0_5,free,trim,9,0.4093297,1.31436969,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1156.800,2687.730,B,1156.198,2686.659
s_l_0_5,free,trim,10,0.4368242,1.51227402,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1213.870,2659.190,B,1214.055,2659.346
s_l_0_5,free,trim,11,0.4370964,1.76543976,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1214.900,2621.020,B,1214.163,2626.067
s_l_0_5,free,trim,12,0.4641653,1.91957362,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1271.210,2601.460,B,1271.001,2602.127
s_l_0_5,free,trim,13,0.4645141,2.09687362,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1271.810,2576.540,B,1271.859,2577.009
s_l_0_5,free,trim,14,0.4917175,2.27376969,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1328.830,2551.990,B,1328.549,2551.635
s_l_0_5,free,trim,15,0.4920622,2.08603110,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1329.540,2576.890,B,1329.280,2579.719
s_l_0_5,free,trim,16,0.5055443,1.94432008,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1357.680,2598.780,B,1357.495,2597.823
s_l_0_5,free,trim,17,0.5055708,2.47985551,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1357.790,2522.810,B,1357.496,2522.653
s_l_0_5,free,trim,18,0.5562407,2.05552677,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1463.380,2582.340,B,1463.706,2582.878
s_l_0_5,free,trim,19,0.6287313,2.59645512,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1614.640,2503.500,B,1615.457,2509.056
s_l_0_5,free,trim,20,0.6302950,2.46219921,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1618.220,2523.740,B,1618.413,2526.706
s_l_0_5,free,trim,21,0.6304163,2.19003780,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1618.500,2563.380,B,1618.640,2563.876
s_l_0_5,free,trim,22,0.6672077,2.27088898,degree,0.002000,0.05000000,178,266,276,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1695.464,2552.219
s_l_0_5,free,trim,23,0.6676600,2.54049567,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1696.280,2513.630,B,1696.539,2514.719
s_l_0_5,free,trim,24,0.7035531,2.58264685,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1771.530,2507.610,B,1771.322,2508.843
s_l_0_5,free,trim,25,0.7035962,2.37807402,degree,0.002000,0.05000000,178,266,276,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,1771.516,2537.094
s_l_0_5,free,trim,26,0.7402732,2.68246535,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1848.150,2492.030,B,1848.192,2496.252
s_l_0_5,free,trim,27,0.7405371,2.87242913,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1848.930,2467.850,B,1848.515,2466.820
s_l_0_5,free,trim,28,0.7965129,3.03647008,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1965.620,2443.830,B,1965.804,2444.544
s_l_0_5,free,trim,29,0.7969055,2.71827402,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,1966.590,2489.670,B,1966.475,2488.506
s_l_0_5,free,trim,30,0.8522115,3.08093150,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,2082.210,2437.980,B,2082.034,2437.846
s_l_0_5,free,trim,31,0.8527426,2.71037953,degree,0.002000,0.05000000,178,266,276,1+source_recheck,pass_a_missing; accepted conservative pass_b glyph,,,B,2083.232,2490.202
s_l_0_5,free,trim,32,0.9086469,3.20354764,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,2199.880,2420.450,B,2200.264,2420.771
s_l_0_5,free,trim,33,0.9091634,2.86719213,degree,0.002000,0.05000000,178,266,276,2,independent pixel-center match; averaged,2201.160,2468.300,B,2201.143,2467.848
